0,0.0,0.0,0.0
100,0.0,0.0,0.2
250,0.0,0.0,0.4
400,0.0,0.0,0.6
550,0.2,0.0,0.5
700,0.4,0.0,0.3
850,0.5,0.0,0.1
950,0.5,0.0,0.0
